sample,train_score,val_score,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9,beta_10,beta_11,beta_12,beta_13,beta_14,beta_15,beta_16,beta_17,beta_18,y_mean,y_std,model_intercept
57,0.50742487593669,0.3300225540644671,-0.7637739261114349,-0.3431265865836622,-0.5270276443936034,-0.6370250780418857,0.9837636278034465,0.41385464148143436,-0.554261701541414,-0.40828250457814913,-0.6984603506497826,0.0,0.3032900621309281,0.17022276323646615,0.0,0.11471467015229399,1.6926772257412124,-0.12632428268896007,-0.4175470026547476,0.23812459817627074,-0.19136964187258632,29.340785628330757,0.851902643553195,0.0
58,0.43010866034019846,0.47620992703158016,-0.5481108998861525,-0.23921768606548277,-0.8332016532636453,-0.5388740730263883,0.8358069420674074,0.2937452603282224,-0.28890815923085783,-0.5495642124473767,-0.8630759119542935,-1.1789626257666228,0.0921671982946094,0.3251015549776873,0.0,-0.3099816392499941,1.6457992629869023,-0.1955658285490174,-0.3966593817144729,0.1818113326675385,-0.03335310432992394,29.382551863720693,0.8149296310991715,0.0
59,0.5047031597467753,0.35416456756338266,-0.3883649771675148,-0.26751960553501036,-0.16080449342968595,-0.3670194791021594,0.7860276946040927,0.16074396405319238,-1.0414781529093688,-0.5080587199188429,-1.278362302698839,-0.3873781182973784,-0.15317907685473037,-0.00666237665679131,0.0,-0.7366152782711267,1.2333661703737497,-0.02495258361722731,-1.1178677667850732,0.08120633495014604,0.3788185909749041,29.350460685213346,0.9055120947909026,0.0
60,0.4957058670745065,0.22264013454899623,-0.842326685031091,0.10712760749618233,-0.7282498371176652,-0.41132823092312537,0.7621796511945359,0.26532945779549916,-1.0603359780578816,-0.8768032398343611,-1.121197200407942,-1.09031348419182,-0.25199389329034444,0.8120649433179392,0.0,-1.1570487817327868,0.3426411812933352,-0.16896698925282816,-0.6146587166306319,0.11603403742842172,0.40771612154811704,29.095418484728285,0.8421445781333616,0.0
61,0.48960282801441546,0.3994575346244057,-0.10293934161086332,-0.08046012392283662,-0.3247073968822397,-0.2090257913712285,0.9635832286152982,0.01860776544382422,-0.6190544623623168,-0.569279022070581,-1.1729870439088885,-0.8130144787180777,0.09089447645383525,0.2209048297473935,0.0,-0.7603893039824853,0.8321164583648162,-0.17292380399949805,-0.761298129827568,0.011447979611348684,-0.11637290704457202,29.251929703652657,0.8867116078053773,0.0
62,0.4535187045767487,0.4359445807312119,-0.06775573941223231,0.012250874528445114,-0.21802253259954535,-0.0441403746945902,0.9349468730457349,-0.006473726040726972,-0.4386745967723239,-0.1777571878345782,-0.46862803425359506,-1.1654735979300306,0.16387227798843768,0.2962440848453749,0.0,-0.42622516320905224,0.669986029865957,-0.056334134113366574,-1.3753384580488621,-0.02940934449952149,0.2712034948545213,29.219422481952563,0.8100355911379256,0.0
63,0.5289199106069727,0.30746725173322476,-0.17965866248342205,-0.10061986102869638,-0.3477429697446646,-0.38507402512229316,0.9915300899113583,0.6769425284175541,-0.975185561417583,-0.3793929543437687,-0.6606872133001191,-0.547158362602258,0.15799605392693564,0.16663134860734555,0.0,-0.6698567221291452,1.3445880223170077,-0.10185156757719965,-0.8292237637737551,0.14244484611038494,-0.20762973255440023,29.32251300390117,0.8852535901546029,0.0
64,0.5675672347585213,0.3461380670858957,-0.7606447214697624,-0.2037693055646515,-0.2976054749654742,-0.33933816552861734,1.2003054687047,0.3303953247998675,-1.234496857333675,-0.6249287279992715,-1.022880821298454,-0.31753274418986344,0.10846678561966644,0.640102301927745,0.0,-1.0111884633738273,0.445502218233718,-0.15255461583506,-0.4916138166669465,0.061480712566689244,-0.2069304275010548,29.214197730956244,0.8473937173310013,0.0
65,0.41755072068782195,0.48237026824532603,-0.06172636794909857,0.06706094189528874,-0.4589615637836107,0.03459724945932952,1.1413624230897141,0.023263248383798108,-0.42256058588632467,-0.23805502182887397,-0.8978369052035798,-0.8475135563783798,0.11247419651065878,0.33524599158776924,0.0,-0.2510497481799506,0.6184395210033999,-0.11982403389011521,-0.8495724743623443,0.25973487864315153,-0.46348216209307525,29.2337497860688,0.7844702384763546,0.0
66,0.5773958349571782,0.20073150930269634,-0.7142784401273821,0.3816953789974705,-0.5697156726728874,0.1630868285078094,1.1731337662895713,0.7317037156599211,-0.500184170423177,-0.3943304160101857,-0.9523803947354126,-0.5595261630801913,0.17551037179895168,0.18010437038777719,0.0,-0.779878603299044,1.0445939118122594,-0.2176371420827638,-0.997089263661125,-0.01836905683927168,-0.3191558060765639,29.397197299047264,0.858798266694108,0.0
67,0.471900061352981,0.42776805021088027,-0.3022932398500639,-0.7629850787540887,-0.34846662097017106,-0.37587232664510756,1.157282639446905,0.16831751820069188,-1.210909584022532,-0.3046809755130576,-0.4227420041066962,-0.9092264179055624,0.29690680676403236,0.26520394132365793,0.0,-0.34483617428415214,0.9603191597568179,-0.08257936338213098,-0.35704465247707695,-0.15140625718402223,-0.456539280444277,29.311247177349316,0.850536695685799,0.0
68,0.4772293745756959,0.39083488468413774,-0.8160332435002432,0.056785208635393776,-0.8222961401209679,-0.510354692897268,0.8698476765213311,0.1994762513195291,-0.29513732036189044,-0.34570452692095127,-0.6091987547785923,0.0,0.2070897069586213,-0.01767270993004395,0.0,-0.5800689803612625,0.6240691338389838,-0.18811652370557744,-0.6403815784201986,0.0682727018385437,0.25073562947740524,29.275894943452663,0.7897673287055168,0.0
69,0.5295232194544628,0.26305829260313374,-0.9596642003301553,-0.21750757891451233,0.012941666865925986,-0.2415157458407349,1.0925203714071374,0.536164060473838,-1.1695573471938792,-0.27200468298155955,-0.7758171510909414,-1.1598091430092627,0.02106222844161269,0.23181782026783623,0.0,-0.2073765917594345,1.0710863196663105,-0.14260467430503918,-0.7706847882541564,0.14557080691136265,-0.3271034909414177,29.365382976910624,0.8866261406166306,0.0
70,0.5081348287763214,0.3960410212262091,-0.6854837767555471,0.11773210096583069,0.10329636309526895,0.02360039720723766,1.1577381899231154,0.6192764364995017,-0.6285188729010986,-0.5180431236165858,-0.7824258423207577,-0.5258467409652833,0.03102778556293902,0.25413992214703646,0.0,-0.9208651706024022,1.4156861862352061,0.008216219241348946,-1.1914874579629726,0.4305584891817004,-0.5426844798346179,29.298415295840154,0.8448443775895218,0.0
71,0.49542758876565085,0.2501104118897547,-0.014250340525057621,-0.0878591084083742,-0.4084861888078055,-0.19760685031903402,1.0473620558718746,-0.06369953559914174,-0.8048994882470698,-0.6108981911010924,-0.9287519443362411,-1.0330519574897177,0.08560987803339953,0.06650834142784082,0.0,-1.3517945003775471,0.8131281571644181,-0.07127379909570802,-0.7798161852887632,0.21210229781395012,-0.15696949167998747,29.14088596491228,0.8544708556389442,0.0
72,0.5248673441407422,0.19994832985515454,-0.46789318904432187,-0.49669808365411755,-0.32977309617820794,-0.6137341728150161,0.9343836695067713,0.5477985975525147,-1.2551804368298611,-0.3771772166456606,-0.7419677831174465,-0.5195656170112155,0.010141851872034443,0.2964521609419858,0.0,-0.7721858943687562,1.27316331302587,-0.02683847819892743,-0.5589231297040049,-0.07734298402275017,-0.022173593729925084,29.387083863925774,0.9669453217694092,0.0
73,0.5715673546488533,0.09742133361287852,0.19969408318220708,-0.39027433213867085,0.11323155621731093,-0.4103463942163899,0.9376880632139045,0.4909624059430304,-0.5742777436740195,-0.599056785523891,-1.0535843160635163,-1.001501492860623,-0.04961844766308555,0.5128969323305828,0.0,-0.822244135591918,0.826404685023309,-0.11535881906955898,-0.9424431402836672,0.1502012426640917,0.11576555706170513,29.343601703508412,0.9722102587468787,0.0
74,0.483813591936614,0.399154101661344,-0.25997079518670024,-0.1467879009465676,-0.33932944454269554,-0.5872946548478762,0.8765580491419408,0.4694248979151328,-0.603509777400701,-0.4433232956552808,-0.8323431221769162,-1.289664737974716,0.20459287490913994,0.13375276083738075,0.0,-0.1087995236847326,1.5283852592741771,-0.061632448396000475,-0.8058325866149636,0.37175253944876946,0.0782174719769181,29.2311242714796,0.8514723407094018,0.0
75,0.46953957842367966,0.33444873215818705,-0.6297325342191732,-0.6697937584196693,-0.960583543128418,-0.97787898779556,0.5227273150353627,0.08261100388433874,-0.7103153255174248,-0.5400607116667323,-0.7729202555308797,-1.3004693883340648,0.20572375241258634,-0.031975493533466896,0.0,-0.39041558206645705,1.6224453050554586,-0.0959781488921297,-0.3217230533505698,0.020176999552415878,0.6952233806385123,29.394329135909683,0.8561574727311103,0.0
76,0.5022478165221209,0.3916522949982977,-0.5299505634790558,-0.38768777833085094,-0.30903323686912104,-0.30016371419044285,0.9868458556288034,0.4985657845076794,-1.3191965711680471,-0.6540022720580503,-1.0578095030604222,-0.5297699633947605,0.016320595788523972,-0.011420062115648095,0.0,-0.699345934793077,1.399797360305718,-0.10585902071901927,-0.6390723533330169,0.23193721269439893,-0.11773646168743196,29.22010522360015,0.8640844884664576,0.0
77,0.46858062697446845,0.3882375379429711,-0.2594094651082649,-0.06255341922697022,-0.7787149419940912,-0.4904655445406455,0.8236543534087869,-0.1491804826799871,-1.1633123571952855,-0.771669299891467,-1.1554698717001508,-1.0572264241731921,0.07079184805306626,0.2342940416412862,0.0,-0.7065321307196334,0.2502736482929571,-0.1443167117346196,-0.34584912535677276,-0.023172577810496923,0.13898427612872663,29.217786527433024,0.7999274532499907,0.0
78,0.467971391641019,0.45792764412114195,-0.3885098241937887,-0.5808657063712621,-0.8504997969543172,-0.46213337868410637,0.7735945203205332,0.04064293962678769,-0.9001536969573007,-0.7948030690103575,-1.3548586705694414,-1.2250833504689935,0.053529260731109786,0.5405847525571456,0.0,-1.3195761606468475,1.3589089186140357,-0.10381424167480453,-0.31666085266358346,-0.08468259525768768,0.20884036824778202,29.23794094591064,0.8491988325807167,0.0
79,0.4472396470511062,0.2902285344141222,-0.4216333745698555,-0.2487062904601197,-0.7023354691395391,-0.22966786930866115,0.9213999945707292,0.14955867105902004,-0.908962658419724,-0.5394688094294994,-1.1637933764123785,-1.3934788963453124,0.24348183343385493,0.25971511651840634,0.0,-1.0917323611431162,0.3643507540195247,-0.10587696329347628,-0.3506759609991868,-0.1728209417272946,0.06484225668312557,29.115952063914783,0.759360782772126,0.0
80,0.5667809975275108,-0.021884528969238204,-0.10307499040854538,-0.34736142829423633,-0.053552483537760494,-0.30798784762198134,1.1126700665391673,0.41859434074176416,-1.0679045036947359,-0.29030480926195207,-0.6927871314436219,-1.0908222876982618,-0.1158914359146384,0.18584481371151523,0.0,-0.6132246688747625,1.167165292324434,0.001804417488632862,-0.9299978523163571,0.10730200896664567,-0.326026391798576,29.33447154471545,0.9357595091402461,0.0
81,0.5025677299096551,0.25426425032684374,-0.08780744743780595,-0.31958055421432036,-0.6632684435882734,-0.5814380174474294,0.7420588352367685,0.45957978958053375,-1.120264471988916,-0.09053535665766228,-0.5309867219772599,-0.8156963302956096,-0.07140588365074259,0.23785117572708103,0.0,0.21038460279468335,1.221731136520947,-0.10308683398899728,-0.8138377785345882,0.16705376871309172,0.21721689736738334,29.406436160947568,0.9095065076268585,0.0
82,0.47398139609180434,0.4127433716945955,-0.3956387173461807,-0.17078040148866233,-0.24534098790158035,-0.3345878349246682,1.2114133341393694,0.9540265087827059,-0.3038524088187909,-0.1809427443980345,-0.7071046391555672,0.0,0.1853195029952792,0.05334513893378876,0.0,-0.5170747897439243,1.0364340630850513,-0.2123139312049704,-0.590899521989983,0.0711723990671163,-0.45794400639013105,29.33605220228385,0.8326383261777923,0.0
83,0.4798360052533426,0.41429092475408447,-0.6761274532491303,0.15356502941585132,-0.41375956041502493,-0.17449480664370784,0.9773815286456211,0.7273846700322331,-0.900649080014218,-0.5936149831368248,-0.911002194774294,-0.4601998615750334,0.07264400031864977,0.4960240949905979,0.0,-0.7040935470817744,1.489098194537225,-0.1712402861517599,-0.7603444895890913,0.1464544319530099,-0.19477142163555633,29.24717782217782,0.8347261584424345,0.0
84,0.3612815562062883,0.416861472754523,-0.7221878898364158,0.06452917651451104,-0.30683972072899485,0.2754130610778433,1.2314141671276047,0.06315280096526182,0.07664991055802829,-0.2873217964963741,-0.03353798693350678,0.0,0.25103667769254395,-0.3746928247292787,0.0,-0.4847686273772547,0.6678087930833208,-0.23114164615420663,-0.8349792354825638,0.10243016647123711,-0.7019092022849377,29.403608550696216,0.7484066362404183,0.0
85,0.5089141367150896,0.36361614151512844,-0.22785782659558582,-0.09011580610576692,-0.4780092906990366,-0.3147596637256615,0.9792433919741127,0.43436544866824983,-0.693626105481446,-0.27434398269267485,-0.8825054224655187,-1.0454233182425539,-0.17284337677799308,0.2526442483642084,0.0,-0.49154767631469254,1.1735396848114656,-0.11824529394424182,-0.8617563150966193,-0.21840077987062873,0.13200715999482,29.295789473684213,0.916980628947187,0.0
86,0.4651621639063065,0.41159821209641445,-0.904853269219815,0.09348829868465229,-0.28432748503803773,-0.27979428384849936,1.2474722338081792,0.6698841117540322,0.034101276051394895,0.21201167656232722,-0.2994151467444027,0.0,0.040459480873534855,-0.018801118081239104,0.0,-0.17256512957245435,1.3719898753613156,-0.12238475947059559,-0.8637340835623282,0.021700952835957323,-0.4065637473963906,29.31452452956989,0.8175442420884365,0.0
87,0.43172661874259555,0.5015995876222616,-0.4737968800736804,0.02075998584684773,-0.39610913646583695,-0.15878790482872163,1.148106983861253,0.8231433918133799,-0.43934585251172237,-0.2958252781247967,-0.82553271873151,0.0,-0.07528729894033148,0.14552053117233163,0.0,-0.1446274924260688,1.2959025476497763,-0.19523183169831643,-0.7650207555250805,0.3371758087240042,-0.531047035298211,29.338865224058612,0.81376332037644,0.0
88,0.47068952054370294,0.4470933909974997,-0.28056453605508125,-0.017147713413235885,-0.2575935247623112,-0.3997371879772803,1.1880849981847021,0.16857264363092575,-0.7374030587701961,-0.6301956232007537,-0.5677966833218263,0.0,0.11019372659254409,-0.04836144441973929,0.0,-0.45487132150702386,0.789522104618996,0.018867639545296168,-0.8421397627331738,0.2211306471247476,-0.45663764969261145,29.356137464582762,0.8227758456864579,0.0
89,0.5342932559076161,0.2991517436620631,-0.19888739623420712,-0.13114932561640433,-0.24766689296736716,-0.2817638704785093,1.161915692939996,0.4738367259211811,-1.1187793807381528,-0.24577158781539893,-0.6538391498891767,-0.9050500963892296,0.27774471017947105,0.23304797030260987,0.0,-0.7224765298381168,0.6354363455873351,-0.0715624059630228,-0.6478696124698835,0.10552916253065318,-0.5499547815654136,29.305657883140917,0.9101397398124809,0.0
90,0.47180222191916354,0.44623063732597334,-0.3580842630821635,0.2142514324524807,-0.521396718768998,-0.21064696797779262,1.0853546085220989,0.7009541332207401,-0.5875769515174447,-0.7001159567756458,-1.310507910604863,-0.41767504873378997,0.07515677240870802,-0.057016957086535154,0.0,-1.21293062143535,0.8522830740049195,-0.10682374973024354,-0.6899644727297309,-0.16388989717725164,-0.17812146471643342,29.31454665909521,0.8077348357460092,0.0
91,0.46232504331417446,0.47376596288102135,-0.12160704545478501,-0.4244846137701073,-0.5828824439193974,-0.42742556798157344,0.8563400186145097,0.4818531278974363,-1.0536870450270932,-0.5619521308034648,-1.6912173792824317,-1.2454545884803614,-0.025759332174506537,-0.09731745376822853,0.0,-0.8151433784137373,1.0567003829519996,-0.1519379813912323,-0.37149101959487546,-0.03763163078497154,-0.009132262037368088,29.28242330097087,0.8306307063496094,0.0
92,0.5206131720742431,0.38050457329882836,-0.07281280686883952,0.28604406491601314,-0.4725465591631769,0.28777665803019664,1.0261178710123036,0.5530641918721712,-0.5031316559517992,-0.43848445972348293,-0.8882843273369033,-0.5777261157619104,0.21804510214106215,0.28821930344554214,0.0,-0.648422223514813,0.6022474414444393,0.015524615568665735,-1.3651310857596162,-0.19368454127749124,-0.13889843565057441,29.335760128359407,0.8251091127584177,0.0
93,0.4814722888354619,0.4348629008982068,-0.5767868372709425,-0.014875035648241799,-0.17537783170713314,-0.22602969614944488,0.8778759939115371,0.45432446601982995,-0.8213919159785282,-0.4321755919469657,-0.9702922121836611,-0.42676068334761025,-0.018250384098753625,0.26807451512661,0.0,-0.6401203593600797,1.2803959097228272,-0.09296225209285211,-1.0754613707337088,0.06272311884942904,0.13502929930513607,29.3216,0.8571802578544641,0.0
94,0.5625380625893028,0.17350935259071387,-0.6428402521275753,-0.3402032130262748,-0.5190222041575803,-0.6411628821955961,1.0346590011434564,0.7606722755402003,-1.1552785526080505,-0.5293983233817653,-0.8594742920445069,-0.9702612541616491,0.056634174079638326,0.36085559217942825,0.0,-0.9718091706980316,1.5327974813934457,-0.06603519977227458,-0.18106440770953772,0.1103168791388128,-0.34705959782002394,29.35634788695424,0.9193257600413676,0.0
95,0.4530463200053425,0.37750459001017334,0.3744379683199916,-0.3744607118534585,-0.6811990488964776,-0.11860050430004429,0.8445427023028529,0.12755653026448466,-1.1260923480597929,-0.7905854490450477,-1.2441173787673525,-1.3058218646606228,-0.02112895074139399,0.5544692252315484,0.0,-1.0409035415336676,0.3628601435890235,-0.12331864211514264,-0.30363363502870927,-0.07768910854846996,-0.13230508797142498,29.215881326352527,0.7382942516706846,0.0
96,0.4541115056100635,0.44960559316806425,-0.24279691724005537,0.0426050787173995,-0.2971574350890492,-0.022731492847394275,1.1887837128788799,0.2879837698298667,-0.03522384586777294,-0.07444195740692149,-0.5841953017329953,-0.9599437122022001,0.31590143308033714,0.14494382823954685,0.0,-0.5335310539966915,0.7606536945696304,-0.018435925620550707,-1.242376613068526,-0.23285641012654448,0.0049297124292983635,29.208001845869866,0.8624696106261542,0.0
97,0.4463985999746538,0.4791409820818898,-0.5591195928761399,0.001143524081060687,-0.3869558277337092,-0.30931853544619625,1.0208035737199428,0.972549644538478,-0.6316513212950706,-0.26973352525134875,-0.42747691910854047,0.0,0.07264521384567377,0.1176830026751718,0.0,-0.24482807315319646,1.2550688301380881,-0.07507961180629304,-0.8810718118558474,0.17540749277650974,-0.10329388151625009,29.27068995633188,0.8526528624668563,0.0
98,0.4708368519389834,0.42929374704957224,-0.6428176088447132,-0.30105520803467845,-0.27779155733361277,-0.14969887202886875,1.0391135664699345,0.19039702421115184,-1.1687597316192944,-0.45930564611177704,-0.6356738707627085,-1.0554144233147245,0.4044285191130136,0.3959886941241774,0.0,-0.6988349469758632,0.4671943862811688,-0.08271649180995487,-0.8371828300326473,0.0014662508766994094,-0.172434664113318,29.267547736916548,0.8189259692574772,0.0
99,0.537580197232704,0.27249550733246186,-0.769928098819595,-0.19790370936955903,-0.7643626507644642,-0.40483704844696244,0.9111715210908992,0.896435681274067,-0.8147806342452439,-0.6347779395601523,-1.3229732691276332,-1.8788854718672632,-0.039525001248094625,-0.02340227202606937,0.0,-0.8202303528358822,0.983289024137849,-0.13539849185462183,-0.4425959257251496,0.12804421710888955,0.05377306995082757,29.237293856688204,0.8785672755536182,0.0
