iteration,ridge_r2,gp_r2,total_r2,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9,beta_10,beta_11,beta_12,beta_13,beta_14,beta_15,beta_16,beta_17,beta_18,intercept,matern const,matern_ls,dp const,dot_prod_sigma,noise
0,0.46735808508525034,0.6865570201821689,0.8330475786625473,-0.1986041830231737,-0.17711296732154225,-0.37137951942755104,-0.23296973385488626,1.0628949790886748,0.21840005838823306,-0.6775829435429157,-0.2010102969964874,-0.7403359595767188,-0.3924883452953941,0.121445960693829,0.05131154597414264,0.0,-0.595180020251522,0.8560387106095656,-0.20527574052532513,-0.8356079102904667,0.030827389474656543,-0.15648328556474433,0.0,0.7071067811865476,150,0.0005477225575051661,0.1,1.0
1,0.44197511410761303,0.7273562142087231,0.8478819180428602,-0.10164985156491968,-0.2974115068139385,-0.30096387000466057,-0.10730512823057839,0.8964682339760072,0.0733048044609211,-0.5608352116339274,-0.2706939440314492,-0.6086615293241605,-0.20867728171512923,0.17950296276658684,-0.02410703665719112,0.0,-0.44390346003446524,0.537243854125084,-0.1745107478770344,-0.661596317730374,-0.06400029028929441,-0.19462916525240462,0.0,0.7071067811865476,150,0.0005477225575051661,0.1,1.0
2,0.41070709640262404,0.7407193680560469,0.8473682400528948,-0.1106021486193279,-0.2536517736987073,-0.32689950607430024,0.016395391622176198,0.7778763561054778,0.1319968265565204,-0.4697060854822121,-0.2907574722253391,-0.5274601410031682,-0.21274040442847234,0.15190326519205902,-0.03208054307030603,0.0,-0.39724114670400884,0.3733683865725246,-0.1811763811169994,-0.565316179474096,-0.08154474207101102,-0.2369815516688774,0.0,0.7071067811865476,150,0.0005477225575051661,0.1,1.0
3,0.37841442574705675,0.7496898912287503,0.8447235727036271,-0.17631599992362307,-0.26837342878536824,-0.26608144339529033,0.06955040835250981,0.7047060676121673,0.06539186955702897,-0.39798528234276037,-0.2742777316362712,-0.4858818541318955,-0.18976099964669915,0.12411480252304406,-0.013459671514866055,0.0,-0.385471156105196,0.3972901279822329,-0.18727279657397497,-0.4446537165222644,-0.09316954148705571,-0.30452481815681365,0.0,0.7071067811865476,150,0.0005477225575051661,0.1,1.0
4,0.3708522362581824,0.7598651047214127,0.8490884401352741,-0.2031290208628827,-0.21965375046427404,-0.30491903492218136,0.13243284380478038,0.6808470955342214,0.10346306429516357,-0.4417665786227451,-0.2514657610916639,-0.5276076652212469,-0.1824874768280421,0.16375320586368156,-0.026378646015422558,0.0,-0.40340940320874913,0.468062977613267,-0.1872075371895598,-0.4331589781698514,-0.10728504391626284,-0.29922780124913434,0.0,0.7071067811865476,150,0.0005477225575051661,0.1,1.0
5,0.35421381203474034,0.765354282278983,0.8493383933755145,-0.29685606536625747,-0.23736792801145845,-0.21378243845945327,0.13952832914791788,0.6288273350551545,0.12414431915689085,-0.46058007362092324,-0.2548680768337689,-0.41739351493167703,-0.17781241641770956,0.21359641601455337,0.0008713710258624376,0.0,-0.3712365671629064,0.3895499589960294,-0.21424754848725408,-0.45817026034506414,-0.09574456903475931,-0.289116265574598,0.0,0.7071067811865476,150,0.0005477225575051661,0.1,1.0
6,0.3359155885643611,0.7770935507949536,0.852494833573021,-0.2112589640974385,-0.1668175494992449,-0.26615224139805155,0.15989333807367614,0.5889043595883754,0.061107586581570374,-0.42309421801815,-0.09413389772456979,-0.3470795289931695,-0.18375127668546357,0.1396618856951995,0.05964460790518333,0.0,-0.3277243673031233,0.43033648600331326,-0.18326601956049268,-0.4238547939428743,-0.10358997277164346,-0.28842380521839117,0.0,0.7071067811865476,150,0.0005477225575051661,0.1,1.0
7,0.3365983413001429,0.7508009059655205,0.8352164381324324,-0.2870428999997428,-0.21160130529682422,-0.2581045646861915,0.16093345212857,0.5839097165384103,0.11311325468252101,-0.4407606378753044,-0.18603763584261138,-0.3616606214825593,-0.17763436129576757,0.16504134840433904,0.015572441410418233,0.0,-0.34141920297969974,0.3934439035749365,-0.19900500100509183,-0.4069164330346826,-0.07135148472630953,-0.27968000935788273,0.0,0.7071067811865476,150,0.0005477225575051661,0.1,1.0
8,0.33137958271784296,0.7890830037656434,0.8595081688925447,-0.38664527716895414,-0.21328440945804375,-0.19908524846783943,0.17730080907139043,0.6068642649590976,0.04427261832348948,-0.4578963934716815,-0.20779276818477696,-0.43002395836292173,-0.22628601368402243,0.17072604714611103,0.010991767523222843,0.0,-0.38337145079020524,0.47832215187850363,-0.1838559061805206,-0.377093245965725,-0.09623972086925786,-0.3462296706354313,0.0,0.7071067811865476,150,0.0005477225575051661,0.1,1.0
9,0.32650998892165695,0.7829759147621476,0.8542619702017951,-0.32358626985073174,-0.1662984390270069,-0.2428275951548911,0.18981174528691472,0.5785261378369781,0.09211153253215859,-0.4461947561337618,-0.20240157895657698,-0.42620307362747206,-0.18367075813956618,0.2088583965716053,0.0041999627570382175,0.0,-0.4079991638637914,0.32588764535002807,-0.20070073793578036,-0.37763233836418103,-0.10009704104554944,-0.2957198846668075,0.0,0.7071067811865476,150,0.0005477225575051661,0.1,1.0
