iteration,ridge_r2,gp_r2,total_r2,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9,beta_10,beta_11,beta_12,beta_13,beta_14,beta_15,beta_16,beta_17,beta_18,intercept,matern const,matern_ls,dp const,dot_prod_sigma,noise
0,0.46525475313518805,0.8399464057029409,0.9144129910576575,-0.10825688524276048,-0.28337688762564983,-0.4533119998258643,-0.352125557123548,1.1048505385444776,0.2248895502168815,-0.7705071133948002,-0.2322351918264898,-0.7974018855297712,-0.39460525586517514,0.10897306565060508,0.03406461064422084,0.0,-0.6514523074183589,0.8383524114215397,-0.18313374288216955,-0.6466852587508535,0.014925239537988867,-0.17440937619810462,0.0,0.7071067811865476,150,0.7071067811865476,0.001,0.1
1,0.44893648816213405,0.8476935531402578,0.9160723955504475,-0.024060296302940452,-0.36528882046501737,-0.3398712418177625,-0.2662563772744936,1.023844019948444,0.029450417580120986,-0.578407522152708,-0.3332506825336729,-0.6811049771099658,-0.21339440255177677,0.18384064036942763,-0.08089107578022205,0.0,-0.3743412043297604,0.5938751962026724,-0.15829148966564288,-0.5828352474698693,-0.07888281890086131,-0.21534624096041435,0.0,0.7071067811865476,150,0.7071067811865476,0.001,0.1
2,0.42871118138177844,0.8545552494026938,0.9169558033029712,0.012800743445528803,-0.3563266520401115,-0.3318230328649163,-0.20184696173791505,0.9357440157531148,0.04710233675493142,-0.49926749892766425,-0.17083208828471208,-0.5035773522598952,-0.1244376063425248,0.15738805411246426,-0.06175131878315772,0.0,-0.37325124107310204,0.36849078196093205,-0.1519778342842151,-0.514071991568554,-0.08528458199853509,-0.19724482903812254,0.0,0.7071067811865476,150,0.7071067811865476,0.001,0.1
3,0.4131795573559809,0.8635172578919778,0.9199430820621004,0.011629877234534371,-0.2740412620039872,-0.3105630217022337,-0.16027016029567814,0.8724742967888369,0.04849416341847605,-0.375353256525789,-0.2211759963719467,-0.49362242580559174,-0.14186736448761345,0.14624100781252453,-0.08042818865706747,0.0,-0.32691822173180557,0.3330283061229495,-0.1540007917085224,-0.4958956599000591,-0.055221049195724695,-0.20789825630271386,0.0,0.7071067811865476,150,0.7071067811865476,0.001,0.1
4,0.3894406987334297,0.865508201079896,0.9179032948045731,-0.11491146482364216,-0.2785340705595003,-0.22724129788905736,-0.14800262007922768,0.8082048059790595,-0.006454426637402633,-0.3732164430098263,-0.17422706915720373,-0.36918951263128297,-0.10348733043024351,0.2552930535935554,-0.0016305376673392978,0.0,-0.21167769168104877,0.3782699648039927,-0.13080672130516285,-0.43017846428873013,-0.09483597974845635,-0.22724137580923573,0.0,0.7071067811865476,150,0.7071067811865476,0.001,0.1
5,0.36000333385780814,0.8764637645796318,0.9209387069404933,-0.0753322921706749,-0.2317801258585256,-0.31423279502544627,-0.08082948475796947,0.6901683031850392,0.015618698707258785,-0.35914611894122445,-0.11345506856590866,-0.2779591569757233,-0.09720916729328366,0.09019682048852302,0.005550924693894089,0.0,-0.2767948394094685,0.16578297729523894,-0.10416682702000177,-0.39039206246082897,-0.0704022314679347,-0.19434977321573163,0.0,0.7071067811865476,150,0.7071067811865476,0.001,0.1
6,0.34076538302473436,0.8719284261021274,0.9157091040885363,-0.0317284680655129,-0.27019001454130226,-0.2523886100999144,-0.03795605233687833,0.6567093104308759,0.07388175388442036,-0.3397622018254308,-0.14149076244779643,-0.22189704703844507,-0.07503522435778688,0.12030500175913121,0.012679606991384703,0.0,-0.2570942635279673,0.2508460000663605,-0.13979053109617967,-0.3186157593698424,-0.07458665050511977,-0.17681267208603152,0.0,0.7071067811865476,150,0.7071067811865476,0.001,0.1
7,0.3236505354622443,0.8866756065370153,0.9234276381669447,-0.004446096930222237,-0.2070218867998906,-0.18875798713265968,-0.05359340555934588,0.5979384589395206,0.060465653596133984,-0.3549397215132948,-0.08334385228535232,-0.2187371726699534,-0.12974167182483567,0.13418089339291106,0.010830510509448821,0.0,-0.3194560562485921,0.31792801579680724,-0.11804964812853389,-0.3078577754865292,-0.04541264986222679,-0.1827615781736083,0.0,0.7071067811865476,150,0.7071067811865476,0.001,0.1
8,0.3120945769890804,0.8881651063141549,0.9231331428346704,-0.018244879231993427,-0.1682809070768822,-0.19541791747406245,-0.003262380517932881,0.5760048347791059,0.08406279383776087,-0.3218830247015668,-0.10297266409142329,-0.2555037760463068,-0.057263161877464386,0.1272323547756181,-0.004337692578424389,0.0,-0.25221855205866295,0.3499195036539985,-0.11848972871881791,-0.32119529994094426,-0.06134212474387541,-0.17984168228303232,0.0,0.7071067811865476,150,0.7071067811865476,0.001,0.1
9,0.3011777899740191,0.8888932266619001,0.9224370282613383,-0.010185386299722255,-0.14641496637342,-0.15290232060057693,0.02402151765643012,0.5761816303236617,0.05165519638963653,-0.2932733387329039,-0.1724936214602325,-0.14876243728472774,-0.06282062869489836,0.14834901525431435,-0.023315790739168455,0.0,-0.17241316111711136,0.2152974043047369,-0.13316753173579496,-0.34259857128321974,-0.05293860721656484,-0.17617206304904628,0.0,0.7071067811865476,150,0.7071067811865476,0.001,0.1
10,0.2944924071579037,0.8885970302418098,0.9214992168055411,-0.07003493774532041,-0.11212540652075946,-0.16873215368950048,0.0008982099648495513,0.5352170385379639,0.08576424770532498,-0.23454078932242098,-0.1329228733338012,-0.2629193867815653,-0.08804292710219229,0.12758978231788876,0.011444472203091041,0.0,-0.24104227488092542,0.34907453546985395,-0.1061966399146872,-0.3309427959844694,-0.04240426368009067,-0.12775869777400814,0.0,0.7071067811865476,150,0.7071067811865476,0.001,0.1
